rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
3938,hesabu,calculate,"fikiria, waza, dhani",pitia kitu kimojakimoja na kujumlisha ili kupata idadi| taja tarakimu moja baada ya nyingine| tia akilini : Hatukumhesabu kuwa angefaulu mtihani huu.,"hesabia, hesabiana, hesabika, hesabiwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3939,hesabu,reckoning,,jumla ya mambo mema au mabaya aliyofanya mtu wakati wa uhai wake duniani,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3940,heshima,respect,"adabu, utukufu",tabia njema| thamani ya ubinadamu : Tulimpa heshima yote anayostahili.| kitu ambacho mtu hupewa ikiwa ni ishara ya kuthaminiwa,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3941,heshimu,respect,,"onyesha mtu kuwa unamthamini, fanyia mtu adabu| tukuza kwa kuweka katika daraja la juu","heshimia, heshimiana, heshimika, heshimiwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3942,hesi,thread,,migongo iliyochimbwa kwenye msumari au skrubu ili kurahisisha ufungaji wake,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3943,heti,hat,pama,kofia yenye ukingo mpana pembeni,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3944,hewa,air,anga,upepo laini unaoizunguka ardhi ambao viumbe huuvuta ili viweze kuishi| sehemu iliyo juu kabisa mawinguni,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3945,hewaa!,okay!,"hakika, sadakta",tamko la kukubali,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3946,hewala!,alright!,Sawa! Barabara!,tamko la kukubali au kuridhia,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3947,heza,hinder,,babaisha mtu kwa vitendo ili asiweze kufanya jambo,"hezana, hezea, hezeka, hezesha, hezwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3948,hezi,hertz,,kipimo kinachotambulisha kiasi cha umeme kilichopo (Hz),,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3949,hiari,free will,ridhaa,chaguo la kufanya jambo bila kulazimishwa,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3950,hiari,gift,,"fedha, mali na kadhalika itolewayo kama zawadi kwa nia ya kuonyesha mapenzi au upendo, hidaya",,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3951,hiana,deprive,,"kataa kumpa mtu kitu ambacho angaliweza kupewa| hali ya kumnyima mtu haki yake, fanyia mtu ubaya: Alinifanyia hiana hata nikakosa kuajiriwa.",,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3952,hiba,gift,"tunu, adia",fedha au mali itolewayo kama zawadi kwa nia ya kuonyesha mapenzi au upendo,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3953,hicho,that,,kitu ambacho kipo karibu na msikilizaji: Hicho ni kizuri sana.,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3954,hibu,be charmed,vutiwa,pendezewa na kitu au jambo fulani,"hibia, hibika, hibisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3955,hidaya,righteousness,"uongofu, uadilifu, tunu, adia, azizi",hali ya kutenda haki| zawadi ya upendo,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3956,hidi,be righteous,,"fuata njia ya haki, fuata tabia njema yenye uadilifu","hideia, hideiana, hideiwa, hideika, hideisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3957,hifadhi,preserve,tunza,weka kitu mahali pa usalama kwa matumizi ya baadaye| linda kitu kisipate madhara| weka jambo moyoni kwa muda mrefu,"hifadhia, hifadhiana, hifadhiwa, hifadhika, hifadhisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3958,hiderojeni,hydrogen,,aina mojawapo ya hewa nyepesi yenye mchanganyiko na hewa ya oksijeni ambayo yaweza kutengeneza maji,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3959,hifadhi,reserve,,mahali palipo na usalama ambapo vitu hutunzwa; : Hifadhi ya Taifa -> mbuga ambamo wanyamapori hulindwa wasiuawe na majangili; : hifadhi ya kisiasa -> mahali ambapo mtu hukimbilia ili kupata ulinzi dhidi ya maadui wanaohatarisha maisha yake kutokana na ima,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3960,hifadhi data,database,,mkusanyiko mkubwa wa habari unaohifadhiwa kwenye mfumo wa kompyuta unaoweza kuangaliwa au kubadilishwa kwa urahisi,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3961,hii,this,,kivumishi kionyeshi cha ngeli ya [u-/i-] kwa kitu kilicho karibu na mzungumzaji: Miti hii imekauka.,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3962,hija,pilgrimage,,ibada ya kwenda Makka inayofanywa na Waislamu wenye uwezo angalau mara moja katika maisha ya mtu; ibada ya kuhiji,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3963,hijabu,veil,,kitambaa wanachovaa wanawake hasa Waislamu kufunika kichwa na mabega,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3964,hijabu,swelling,kiseyeye,"ugonjwa unaosababisha kuvimba kwa fizi| uganga wa kumkinga mtu na uchawi, husuda na mambo mengine mabaya",,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3965,hiji,perform pilgrimage,,safiri hadi Makka kwenda kuzuru na kufanya ibada ya Hija,"hijia, hijika, hijisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3966,Hijra,Hijra,,kipindi kinachofuatia kuhama kwa Mtume Muhammad (S.A.W.) kutoka Makka kwenda Madina,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3967,hiki,this,,kivumishi kionyeshi cha ngeli ya [ki-/vi-] umoja kwa kitu kilicho karibu na mzungumzaji: Kikombe hiki ni chako.,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3968,hila,trick,"hadaa, ulaghai, ghiliba, chuku, ghashi, udanganyifu",tabia ya kuhadaa au kudanganya,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3969,hilali,crescent moon,,mwezi ambao ndio kwanza umeandama; mwezi mchanga,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3970,hilaki,death,"mauti, kifo",tukio la kufikia mwisho wa uhai,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3971,hili,this,,(sarufi) kivumishi kionyeshi katika ngeli ya [li-/ya-] umoja kinachoashiria ukaribu wa kinachorejelewa na mzungumzaji,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3972,hiliki,destroy,"haribu, daathari, fuja, tilifika",angamiza kitu au maisha ya watu,"hilikia, hilikiana, hilikika, hilikisha, hilikiwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3973,hilo,that,,kivumishi kionyeshi cha ngeli ya [li-/ya-] umoja kwa kitu ambacho kipo karibu na msikilizaji: Chungwa hilo ni langu.,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3974,hima,urgently,"chapuchapu, haraka","bila kuchelewa, pasipo kukawia",,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3975,himahima,quickly,"haraka haraka, chapu chapu",upesi upesi,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3976,himahima!,attention!,,tamko linalohangulia maamkizi ya kijeshi kwa aghalabu mkuu wa nchi wakati wa gwaride rasmi: Himahima! Tanzania!,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3977,himaya,domain,,eneo na mamlaka aliyonayo mtawala juu ya watu walio ndani ya eneo hilo: Himaya ya sultani ilienea pwani.,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3978,himidi,praise God,,shukuru kwa rehema zake Mwenyezi Mungu; tukuza au sifu Mungu,"himideia, himideiwa, himideika, himideisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3979,himidi,praise,,shukurani kwa Mwenyezi Mungu; utukufu kwa Mwenyezi Mungu,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3980,himila,pregnancy,mimba,hali ya mwanamke kuwa na ujauzito,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3981,himili,conceive,,"pata ujauzito, kuwa mjamzito| shughulikia mambo mengi na magumu kwa uvumilivu mkubwa","himilia, himilika, himilisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3982,himiza,urge,,shawishi mtu ili afanye jambo fulani kwa bidii,"himizana, himizia, himizika, himizwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3983,himoglobini,hemoglobin,,chembechembe nyekundu za protini zenye madini ya chuma ambazo husafirisha oksijeni katika damu ya wanyama wenye uti wa mgongo,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3984,hina,henna,,"rangi inayotokana na majani ya mhina yaliyopondwa ambayo wanawake hujipaka miguuni, mikononi na kwenye nywele",,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3985,hindi,corn cob,,gunzi la mhindi lenye punje za mahindi,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3986,Hindi,India,,bara wanakoishi Wahindi; Bara Hindi,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3987,hini,grudge,nyima,onea kwa kukataa kumpa mtu kitu,"hiniana, hinika, hinisha, hiniwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3988,hinikiza,interrupt,,"ingilia maongezi kwa kelele, ropokea mtu kwa sauti","hinikia, hinikizika, hinikizana, hinikizisha, hinikizwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3989,hino,this,hii,kionyeshi cha ngeli kinachodokeza kuwa kitu kipo karibu na mzungumzaji,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3990,hinziri,pig,nguruwe,"mnyama mnene na mfupi mwenye pua kubwa na ndefu, miguu mifupi",,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3991,hipotenusi,hypotenuse,,upande mrefu zaidi katika pembetatu yenye pembemraba iliyo mkabala na pembemraba,,0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3992,hiri,reach puberty,"vunja ungo, balehe",(kwa msichana) fikia umri wa kuweza kuzaa,"hiria, hirika, hirisha",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3993,hirimia,resolve,"nuia, dhamiria, kusudia",azimia kufanya jambo,"hirimiana, hirimika, hirimilia, hirimisha, hirimiwa",0,0,2023-02-19 13:59:42.68+00,2023-02-19 13:59:42.68+00
3994,hiroglifu,hieroglyph,,"picha ya kitu inayowakilisha silabi, neno au sauti kama inavyoonekana katika mfumo wa maandishi wa Misri ya kale",,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
3995,hisa,share,,fungu linalotolewa kama sehemu ya mtaji katika kampuni ya biashara| sehemu ya kitu kizima| nambari ambayo hupatikana kwa kugawa nambari moja kwa nyingine katika hesabu,,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
3996,hirizi,amulet,"zindiko, fingo",kitu kilichofungwa kwenye nguo au ngozi au kijikaratasi chenye maandishi ya Kiarabu kinachoaminiwa kuwa ni dawa ya kujikinga na madhara ambacho huvaliwa mwilini,,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
3997,hisi,feel,,"fahamu au tambua kitu kwa kutumia milango ya fahamu ya kugusa,kuonja, kunusa, kuona au kusikia| tambua kitu kwa kufikiri, kukisia au kudhani","hisia, hisika, hisisha.",0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
3998,hisi,sense,,"mojawapo ya njia tano za utambuzi: kuonja, kugusa, kunusa, kusikia na kuona| uwezo wa kugusa, kuonja, kunusa, kuona na kusikia| mapenzi",,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
3999,hirimu,age group,barubaru,"vijana wa rika au umri mmoja| umri kati ya miaka kumi hadi ishirini na mitano hivi| mvulana aliyebalehe| watu wenye umri unaolingana; : Toka hapa, kakae na watu wa hirimu yako -> . watu wa rika lako",,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
4000,hisani,kindness,"fadhila, wema, jamala","wema atendewao mtu, ari ya kumtenda mtu mema",,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
4001,hisabati,mathematics,,"uwanja wa kitaaluma unaohusu hesabu za sehemu (aljebra), hesabu za maumbo (jiometri), kujumlisha, kutoa, kugawa na kuzidisha",,0,0,2023-02-19 13:59:42.681+00,2023-02-19 13:59:42.681+00
4002,hitaji,need,,taka kupata au kumiliki kitu au jambo,"hitajia, hitajiana, hitajika, hitajisha, hitajiwa",0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4003,hisimseto,synesthesia,,"mkusanyiko wa hisi kadhaa kwa mfano kugusa, kuonja, kunusa na kadhalika kwa pamoja",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4004,hitimisha,complete,,"fanya kitu kufikia mwisho au ukomo wake, soma dua ya kumalizia kisomo cha hitima","hitimishia, hitimishika, hitimishwa",0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4005,hitima,funeral prayer,,kisomo cha Kurani anachosomewa marehemu siku chache baada ya kuzikwa| juzuu thelathini za Kurani zilizogawa katika juzuu moja moja maalumu kwa kisomo cha hitima,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4006,hitari,choose,,chagua na pendelea jambo moja kuliko jingine,"hitaria, hitariwa, hitarisha",0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4007,hitimisho,conclusion,,"kitu chochote kinachosemwa au kuandikwa mwisho wa barua, makala, ripoti, hotuba, kitabu, risala na kadhalika ili kufikia ukomo",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4008,hitilafiana,differ,farakana,"kuwa na mawazo, fikira au maoni tofauti na mwingine| kosa kuelewana au kusikilizana| kuwa tofauti na kitu kingine kwa umbo, rangi, ukubwa na kadhalika",hitilafiania,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4009,hitilafu,difference,"kasoro, upungufu",tofauti baina ya vitu| dosari inayojitokeza katika kitu| mgongano wa mawazo,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4010,hivi,these,,kivumishi kionyeshi cha ngeli ya [ki-/vi-] kinachodokeza kuwa vitu vipo karibu na mzungumzaji,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4011,hivi,thus,,"neno la kuashiria kauli ambayo imetajwa: Amesema hivi, akija utamwona.",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4012,hivi,like this,,kama ilivyo; : Fanya hivi! -> ; fanya kama ilivyoonyeshwa,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4013,hiuta,win points,,pata au kula komwe wakati wa kucheza mchezo wa bao,"hiutia, hiutika, hiutisha, hiutiwa",0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4014,hivyo,thus,,kiwakilishi kionyeshi cha majina ya ngeli ya ki-/vi-,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4015,hisisha,sensitize,,-pa maarifa kwa watu ili waweze kufuata na kumiliki jambo,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4016,hitimu,graduate,,kamilisha masomo na faulu mtihani| maliza kusoma Kurani nzima baada ya kufundishwa chuoni| fikia mwisho,"hitimia, hitimika, hitimisha, hitimiwa",0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4017,historia,history,"mapisi, tarehe, salua",elimu inayohusiana na matukio na mambo yaliyopita,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4018,hivyo,those,,kivumishi kionyeshi cha ngeli [ki-/vi-] wingi kinachodokeza kuwa vitu vinavyotajwa vipo mbali na mzungumzaji lakini karibu na msikilizaji,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4019,hivyo!,really!,"kumbe!, aha!",tamko la kuonyesha mshangao,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4020,hizaya,disgrace,"laana, fedheha, junaa, soni, tua, aibu, izara",hali ya kukosa radhi na baraka za Mungu au wazazi| kashfa,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4021,hizi,annoy,"udhi, kirihisha, aibisha, fedhehesha",fanyia mtu jambo la kuchukiza| kosea mtu adabu,"hizia, hiziana, hizika, hizisha, hiziwa",0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4022,hizi,these,,"kivumishi kionyeshi cha ngeli [i-/zi-, u-/zi-] wingi kinachodokeza kuwa vitu vinavyotajwa vipo karibu na mzungumzaji",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4023,hizo,those,,"kionyeshi cha ngeli [i-/zi-, u-/zi-] kinachodokeza kuwa vitu vinavyotajwa vipo mbali na mzungumzaji lakini karibu na msikilizaji: Zilizoibwa na wavuvi ni hizo.",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4024,hobe!,oh!,afadhali,"tamko linaloonyesha nia ya msemaji, iwe ni kwa wema au kwa ubaya",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4025,hobelahobela,carelessly,hangahanga,"pasipokuwa na utaratibu na mpangilio unaoeleweka, liofanywa ovyoovyo| liofanywa harakaharaka na vibaya| liobebwa au kuchukuliwa juujuu",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4026,hiyo,that,,"kivumishi kionyeshi cha ngeli za [u-/i-, i-/zi, i-/i-] umoja kinachodokeza kuwa kitu kinachotajwa kipo mbali na mzungumzaji lakini karibu na msikilizaji",,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4027,hodhi,water tank,,birika kubwa la kuhifadhia maji lililojengwa kwa saruji na chuma| birika la maji ya kuogea au kutawadhia,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4028,hodhi,possession,,kitu anachomiliki mtu kwa mfano shamba au mali,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4029,hodari,capable,"mahiri, stadi",-enye uwezo wa kufanya jambo lililowashinda wengine,,0,0,2023-02-19 13:59:42.756+00,2023-02-19 13:59:42.756+00
4030,hodhi,collect,"rundika, tutika","kusanya vitu, mali au bidhaa","hodhia, hodhiwa, hodhika, hodhisha",0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4031,hodi!,hello!,,neno linalotumika kuita mlangoni ili kuomba ruhusa ya kuingia mahali: Alibisha hodi mara moja na mlango ukafunguliwa.,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4032,hofu,fear,chelea,"ogopa kukabiliana na jambo, kuwa mwoga","hofia, hofika, hofisha",0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4033,hodiya,work song,,wimbo wa kuwatia shime watu wanaofanya kazi ngumu ambao huimbwa kwa pamoja ili waifanye na kuikamilisha,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4034,hohehahe,destitute,"fukara, maskini, mchochole","mtu asiye na chochote, mtu asiye na mbele wala nyuma",,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4035,hoho,chili pepper,,"pilipili ndogo na kali sana, pilipili kichaa",,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4036,hohosa,talk in sleep,"babaika, weweseka",ongea ukiwa usingizini maneno yasiyoeleweka,"hohosea, hohoseka, hohosesha.",0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4037,hofu,fear,"woga, hawafu","hali ya woga, kutokuwa na ujasiri",,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4038,hoi,exhausted,taabani,"-liochoka sana, -enye kuwa katika hali mbaya sana ya ugonjwa au ulevi",,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4039,hoihoi,cheers,vifijo,vurumai ya furaha inayoambatana na shangwe na vigelegele : Maarusi walipowasili palizuka hoihoi na nderemo ukumbini.,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4040,hoja,argument,,maelezo ya kupinga au kuunga mkono jambo lililokwisha kusemwa| jambo la haraka na muhimu sana: Hakuna hoja nyingine tena.| pendekezo linalotolewa bungeni: Mbunge wa upinzani aliwasilisha hoja binafsi ikakataliwa.| fikira maalumu ya mtu au watu kuhusu j,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4041,hojaji,questionnaire,kidadisi,maswali ya utafiti wa uwandanindani au kufanyia usaili,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4042,hoji,question,"dodosa, saili",uliza maswali ili kujua ukweli,"hojia, hojiana, hojiwa",0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4043,hoka,endure,kazana,kabiliana na hali ngumu au jambo gumu,"hokea, hokesha",0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4044,hoki,hockey,kome,mchezo wa mpira ambao wachezaji hucheza kwa kutumia magongo maalumu| fimbo anayoshika kiongozi wa ngoma au bendi kwa mfano bendi ya polisi,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4045,hoko,water pipe,kikokoro,kiko cha maji cha kuvutia tumbako,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4046,holela,arbitrary,"ovyoovyo, msobemsobe, shaghalabaghala, bure",bila ya mpango| bila malipo,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4047,holwaho!,-,,,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4048,homa,fever,,"joto kali la mwili linalosababishwa na maradhi mbalimbali kwa mfano malaria, kichomi na kadhalika",,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4049,homanyongo,yellow fever,,ugonjwa ambao husababisha nyongo kusambaa mwilini hata macho kuwa ya rangi ya njano; homa ya manjano,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4050,hombo,abundantly,tele,"kwa idadi kubwa, kwa kiasi kikubwa",,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4051,hombwe,snail,,aina ya konokono: Utelezi ulio pale ukutani umeachwa na hombwe aliyekuwa pale.,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4052,homoa,gobble,,"tia kwa wingi mdomoni chakula kilicho laini kwa mfano maharagwe, dengu, mtori na kadhalika wakati wa kula| kula chakula laini| faidi, pata raha kwa kula chakula kitamu","homoka, homolea, homolewa, homosha",0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4053,homoni,hormone,,kitu kinachotolewa na seli maalumu katika miili ya viumbe na kupelekwa katika hali ya unyevunyevu kwenye sehemu za mwili ili kusaidia katika shughuli mbalimbali za ujenzi wa mwili,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4054,homografu,homograph,,neno ambalo huandikwa kama neno jingine lakini lina maana na asili tofauti,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
4055,homonimu,homonym,,neno ambalo hufanana kiumbo na neno au maneno mengine lakini lina maana tofauti na maneno hayo: Mbuzi ni mnyama afugwaye. Mbuzi ni kifaa cha kukunia nazi.,,0,0,2023-02-19 13:59:42.757+00,2023-02-19 13:59:42.757+00
